GTIN Code;GTIN Name;Segmentation (GPC);GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code
0007275823105;Fuel For Life Eau De Toilette Spray Fuel For Life;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007275823105.jpg;MNE574;Diesel;http://product.okfn.org.s3.amazonaws.com/images/brand/MNE574.jpg;http://www.diesel.com;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007275;;;;;;;;;;2;1;;;;;75.0;2.5;;;GS1 US;US
0007417004867;Creme Hair Remover Kit For Face Upper Lip & Chin;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007417004867.jpg;E1UT82;Sally Hansen;http://product.okfn.org.s3.amazonaws.com/images/brand/E1UT82.jpg;http://www.sallyhansen.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0007417;;;;;;;;;;2;1;;;;2.0;;;;;GS1 US;US
0007417006762;Dollardays International Sally Hansen Vitamin E Nail & Cuticle Oil 4000 I.u;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007417006762.jpg;E1UT82;Sally Hansen;http://product.okfn.org.s3.amazonaws.com/images/brand/E1UT82.jpg;http://www.sallyhansen.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0007417;;;;;;;;;;2;1;;;;0.45;;;;;GS1 US;US
0007417034123;Mega Shine Extended Wear Top Coat;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007417034123.jpg;E1UT82;Sally Hansen;http://product.okfn.org.s3.amazonaws.com/images/brand/E1UT82.jpg;http://www.sallyhansen.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0007417;;;;;;;;;;2;1;;;;0.43;;;;;GS1 US;US
0007417034222;Diamond Strength Diamond Shine Base & Top Coat Clear;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007417034222.jpg;E1UT82;Sally Hansen;http://product.okfn.org.s3.amazonaws.com/images/brand/E1UT82.jpg;http://www.sallyhansen.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0007417;;;;;;;;;;2;1;;;;0.45;;;;;GS1 US;US
0007577281702;Volume Effet Faux Cils Luxurious Mascara Burgundy;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007577281702.jpg;ZG5JZ4;Yves Saint Laurent Beauté;http://product.okfn.org.s3.amazonaws.com/images/brand/ZG5JZ4.jpg;http://www.ysl.com;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007577;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007623307066;Fidji Eau De Toilette Spray Fidji;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007623307066.jpg;A67A1Q;Guy Laroche;http://product.okfn.org.s3.amazonaws.com/images/brand/A67A1Q.jpg;http://www.guylaroche.com;;;;;;0007623;;;;;;;;;;2;1;;;;;50.0;;;;GS1 US;US
0007797508900;;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007797508900.jpg;;;;;;;;;;0007797;;;;;;;;;;2;1;;;;;;;;;GS1 US;US
0007851581702;Rouge Pure Shine Sheer Lipstick No. 97 Starry Dream Love Collection Ysl Lip Color Rouge Pure Shine Sheer Lipstick;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007851581702.jpg;ZG5JZ4;Yves Saint Laurent Beauté;http://product.okfn.org.s3.amazonaws.com/images/brand/ZG5JZ4.jpg;http://www.ysl.com;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0007851;;;;;;;;;;2;1;;;3.4;;;;;;GS1 US;US
0007940081670;Max Hold Volumizing Mousse Max Hold 8;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0007940081670.jpg;ST9GV1;Suave;http://product.okfn.org.s3.amazonaws.com/images/brand/ST9GV1.jpg;http://www.suave.com;;;;;;0007940;;;;;;;;;;2;1;;;;9.0;;;;;GS1 US;US
0008061841105;;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008061841105.jpg;;;;;;;;;;0008061;0008061000007;Castle Sales Co. Inc.;US;Green Bay;54307-0417;P.O. Box 10417;;WI;;0;1;;;;;;;;;GS1 US;US
0008077102238;Hello Panda Milk Cream Biscuits (Large Box);Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008077102238.jpg;BZP9RB;Meiji;http://product.okfn.org.s3.amazonaws.com/images/brand/BZP9RB.jpg;http://www.meiji.com;;;;;;0008077;0008077000008;Ritenour Enterprises Diversified, Inc.;US;Leesburg;20175;20 W Market St, Ste A;;VA;;0;1;;;;9.1;;;;;GS1 US;US
0008100006205;BlastfLipstick, Lipcolor;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008100006205.jpg;SI198J;Covergirl;http://product.okfn.org.s3.amazonaws.com/images/brand/SI198J.jpg;http://www.covergirl.com;P&G - Procter & Gamble;000001;http://www.pg.com;http://en.wikipedia.org/wiki/Procter_%26_Gamble;http://product.okfn.org.s3.amazonaws.com/images/group/000001.jpg;0008100;0322700000006;Procter & Gamble, Cosmetic & Frag. Prod.;US;Cockeysville;21030-2005;11050 York Road;;MD;;0;1;;;;0.134;;;;;GS1 US;US
0008100006212;BlastfLipstick, Lipcolor;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008100006212.jpg;SI198J;Covergirl;http://product.okfn.org.s3.amazonaws.com/images/brand/SI198J.jpg;http://www.covergirl.com;P&G - Procter & Gamble;000001;http://www.pg.com;http://en.wikipedia.org/wiki/Procter_%26_Gamble;http://product.okfn.org.s3.amazonaws.com/images/group/000001.jpg;0008100;0322700000006;Procter & Gamble, Cosmetic & Frag. Prod.;US;Cockeysville;21030-2005;11050 York Road;;MD;;0;1;;;;0.134;;;;;GS1 US;US
0008100006274;BlastfLipstick, Lipcolor;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008100006274.jpg;SI198J;Covergirl;http://product.okfn.org.s3.amazonaws.com/images/brand/SI198J.jpg;http://www.covergirl.com;P&G - Procter & Gamble;000001;http://www.pg.com;http://en.wikipedia.org/wiki/Procter_%26_Gamble;http://product.okfn.org.s3.amazonaws.com/images/group/000001.jpg;0008100;0322700000006;Procter & Gamble, Cosmetic & Frag. Prod.;US;Cockeysville;21030-2005;11050 York Road;;MD;;0;1;;;;0.134;;;;;GS1 US;US
0008123281702;Teint Compact Hydra Feel Spf10 Refill # 05 Amber Ysl Complexion Teint Compact Hydra Feel Spf10 Refill;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008123281702.jpg;ZG5JZ4;Yves Saint Laurent Beauté;http://product.okfn.org.s3.amazonaws.com/images/brand/ZG5JZ4.jpg;http://www.ysl.com;L'Oréal;000016;http://www.loreal.fr;http://en.wikipedia.org/wiki/L%27Oréal;http://product.okfn.org.s3.amazonaws.com/images/group/000016.jpg;0008123;0008123000006;Automatic Garage Door Co.;US;Champlin;55316;8900 109th Ave. N.;;MN;;0;1;;;8.5;;;;;;GS1 US;US
0008178900993;Stiff Eng Clean Twist Wire-Syn 1/4B;;;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008178900993.jpg;;;;;;;;;;0008178;0008178000006;Portage Distributing, Inc.;US;Seward;99664-1991;P O Box 1991;;AK;;0;1;;;;;;;;;GS1 US;US
0008338484202;Rouge Interdit Shine Ultra Shiny Lipstick # 01 Sweet Shine;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008338484202.jpg;252MSG;Givenchy;http://product.okfn.org.s3.amazonaws.com/images/brand/252MSG.jpg;http://www.givenchy.com;;;;;;0008338;0008338000006;Consumer Advantage Reference Services, Inc.;US;Harrison Township;48045;29022 Thistle Lane;;MI;;0;1;;;3.5;;;;;;GS1 US;US
0008346015405;Meal Options Meal On-the-go-bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346015405.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346016150;Healthy Ready To Mix Meal Chocolate Malt;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346016150.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;425.0;15.0;;;;;GS1 US;US
0008346016211;Healthy Ready To Mix Meal Vanilla;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346016211.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;425.0;15.0;;;;;GS1 US;US
0008346016310;Ready To Mix Meal With Soy Protein;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346016310.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;528.0;18.62;;;;;GS1 US;US
0008346016501;Healthy Ready To Mix Meal Chocolate Malt Ultra Powder;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346016501.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;425.0;15.0;;;;;GS1 US;US
0008346017447;Ready To Drink Meal Cappuccino Delight;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346017447.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;325.0;11.0;;;GS1 US;US
0008346019519;Chewy Granola Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346019519.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346026395;Dual Axle For Hes Sentra Extra Heavy Duty Wheelchair With Dual Cross Brace;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346026395.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;12.83;;;;;GS1 US;US
0008346033300;High Protein Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346033300.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;1.9;;;;;GS1 US;US
0008346033317;High Protein Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346033317.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;1.9;;;;;GS1 US;US
0008346033331;High Protein Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346033331.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;1.9;;;;;GS1 US;US
0008346036905;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346036905.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346037209;Muffin Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037209.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;204.0;7.19;;;;;GS1 US;US
0008346037315;Meal Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037315.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;336.0;11.85;;;;;GS1 US;US
0008346037322;Meal Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037322.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;336.0;11.85;;;;;GS1 US;US
0008346037384;Black Corporate Executives Labor And Social Change;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037384.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;325.0;11.0;;;GS1 US;US
0008346037414;Meal Shake French Vanilla;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037414.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;325.0;11.0;;;GS1 US;US
0008346037438;Meal Shake;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037438.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;325.0;11.0;;;GS1 US;US
0008346037704;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037704.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346037711;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037711.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346037728;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346037728.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;56.0;1.97;;;;;GS1 US;US
0008346038039;Meal Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346038039.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;264.0;9.31;;;;;GS1 US;US
0008346038824;Snack Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346038824.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;28.0;1.0;;;;;GS1 US;US
0008346045495;Meal Shake;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346045495.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;340.0;;;;GS1 US;US
0008346045723;Low Carb Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346045723.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;50.0;1.76;;;;;GS1 US;US
0008346049547;Snack Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346049547.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;552.0;19.47;;;;;GS1 US;US
0008346069583;Extra Strength Precision Brush-on Hair Remover;Beauty - Personal Care - Hygiene;53000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346069583.jpg;E1UT82;Sally Hansen;http://product.okfn.org.s3.amazonaws.com/images/brand/E1UT82.jpg;http://www.sallyhansen.com;Coty;000017;http://www.coty.com;http://en.wikipedia.org/wiki/Coty,_Inc.;http://product.okfn.org.s3.amazonaws.com/images/group/000017.jpg;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;;;;;GS1 US;US
0008346070527;321 Plan Meal Bars Chewy Chocolate Crisp;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346070527.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;;;;;GS1 US;US
0008346070572;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346070572.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;47.0;1.65;;;;;GS1 US;US
0008346070602;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346070602.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;50.0;1.76;;;;;GS1 US;US
0008346070619;Meal Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346070619.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;45.0;1.58;;;;;GS1 US;US
0008346075911;Snack Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346075911.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;32.0;1.12;;;;;GS1 US;US
0008346075928;Snack Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346075928.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;32.0;1.12;;;;;GS1 US;US
0008346085910;Snack Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346085910.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;192.0;6.77;;;;;GS1 US;US
0008346089512;Chewy Granola Meal Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346089512.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;1.97;;;;;GS1 US;US
0008346095940;Snack Bars;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346095940.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;240.0;8.4;;;;;GS1 US;US
0008346107377;Meal Bar;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346107377.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;336.0;11.85;;;;;GS1 US;US
0008346122011;3-2-1 Plan;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346122011.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;;;;;;GS1 US;US
0008346122042;3-2-1 Plan Ready To Drink Shake Creamy Milk Chocolate Each;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346122042.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;;10.0;;;;;GS1 US;US
0008346123278;200 Calorie Meal Bar Chocolate Chip Cookie Dough;Food - Beverage - Tobacco;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-000/0008346123278.jpg;HI8N7I;Slim-Fast;http://product.okfn.org.s3.amazonaws.com/images/brand/HI8N7I.jpg;http://www.slim-fast.com;;;;;;0008346;0008346000005;Slim-Fast Foods Company;US;Englewood;07631;P O Box 6065;;NJ;;0;1;;;624.0;22.01;;;;;GS1 US;US
